Symbol;GeneID;chromosome;genomic_nucleotide_accession.version;start_position_on_the_genomic_accession;end_position_on_the_genomic_accession;orientation;exon_count
LOC105373910;105373910;2;NC_000002.12;224678661;224717757;plus;3
LOC105373911;105373911;2;NC_000002.12;224739008;224742296;minus;3
LOC105373914;105373914;2;NC_000002.12;225680501;225891591;minus;8
LOC105373915;105373915;2;NC_000002.12;226454782;226466964;minus;3
LOC105373918;105373918;2;NC_000002.12;227962602;228042841;plus;3
LOC105373919;105373919;2;NC_000002.12;228716691;228738576;plus;4
LOC105373920;105373920;2;NC_000002.12;228689185;228716684;plus;5
LOC105373921;105373921;2;NC_000002.12;228578689;228595913;plus;3
LOC105373923;105373923;2;NC_000002.12;229610191;229613924;minus;2
LOC105373924;105373924;2;NC_000002.12;229956222;229959007;minus;3
LOC105373925;105373925;2;NC_000002.12;230385975;230401044;minus;5
LOC105373928;105373928;2;NC_000002.12;231611766;231613585;plus;2
LOC105373929;105373929;2;NC_000002.12;232595382;232610764;minus;2
LOC105373932;105373932;2;NC_000002.12;234200537;234202615;plus;3
LOC105373933;105373933;2;NC_000002.12;234261352;234291355;minus;5
LOC105373936;105373936;2;NC_000002.12;234596203;234632708;minus;3
LOC105373937;105373937;2;NC_000002.12;234900827;234914937;plus;4
LOC105373938;105373938;2;NC_000002.12;234932601;234951580;plus;5
LOC105373939;105373939;2;NC_000002.12;234976940;234978778;minus;3
LOC105373940;105373940;2;NC_000002.12;235270617;235274228;plus;3
LOC105373941;105373941;2;NC_000002.12;235379064;235381061;minus;3
LOC105373942;105373942;2;NC_000002.12;235746235;235791606;minus;6
LOC105373943;105373943;2;NC_000002.12;235673681;235685940;minus;3
LOC105373944;105373944;2;NC_000002.12;236161340;236164886;minus;2
LOC105373945;105373945;2;NC_000002.12;236333140;236356133;plus;4
LOC105373946;105373946;2;NC_000002.12;236603142;236604117;minus;3
LOC105373947;105373947;2;NC_000002.12;236604194;236609357;plus;3
LOC105373948;105373948;2;NC_000002.12;236731523;236743539;minus;5
LOC105373949;105373949;2;NC_000002.12;236774093;236780767;plus;4
LOC105373950;105373950;2;NC_000002.12;237059078;237066802;plus;2
LOC105373951;105373951;2;NC_000002.12;236953636;236983528;minus;4
LOC105373952;105373952;2;NC_000002.12;237147722;237152769;plus;3
LOC105373953;105373953;2;NC_000002.12;237213306;237258676;plus;8
LOC105373954;105373954;2;NC_000002.12;237290102;237297921;minus;4
LOC105373957;105373957;2;NC_000002.12;237485700;237487163;minus;2
LOC105373958;105373958;2;NC_000002.12;237591169;237595972;plus;4
LOC105373960;105373960;2;NC_000002.12;237922300;237934672;minus;3
LOC105373961;105373961;2;NC_000002.12;238298695;238300592;minus;3
LOC105373963;105373963;2;NC_000002.12;238711500;238715934;minus;3
LOC105373966;105373966;2;NC_000002.12;239656387;239662405;plus;3
LOC105373968;105373968;2;NC_000002.12;240252144;240256433;minus;2
LOC105373970;105373970;2;NC_000002.12;241013556;241033728;minus;3
LOC105373971;105373971;2;NC_000002.12;241167275;241188492;minus;3
LOC105373973;105373973;2;NC_000002.12;241360878;241372559;minus;5
LOC105373974;105373974;2;NC_000002.12;241546657;241549970;minus;2
LOC105373975;105373975;2;NC_000002.12;241564144;241583536;minus;4
LOC105373976;105373976;2;NC_000002.12;241769784;241772524;plus;2
LOC105373977;105373977;2;NC_000002.12;241852952;241856276;plus;2
LOC105373978;105373978;2;NC_000002.12;241879040;241881291;minus;3
LOC105373980;105373980;2;NC_000002.12;242037019;242042236;minus;3
LOC105373985;105373985;2;NC_000002.12;110022283;110028939;minus;7
LOC105373986;105373986;2;NC_000002.12;110042855;110048663;minus;6
LOC105373989;105373989;2;NC_000002.12;120342450;120345993;plus;3
LOC105373991;105373991;2;NC_000002.12;236553699;236569257;plus;5
LOC105373992;105373992;3;NC_000003.12;94648076;94657263;plus;3
LOC105373994;105373994;3;NC_000003.12;97833650;97868068;minus;6
LOC105373996;105373996;3;NC_000003.12;98147904;98167850;minus;3
LOC105373997;105373997;3;NC_000003.12;98191574;98196524;plus;3
LOC105373998;105373998;3;NC_000003.12;98184734;98188858;minus;3
LOC105373999;105373999;3;NC_000003.12;98262767;98314682;minus;6
LOC105374000;105374000;3;NC_000003.12;98367878;98368608;minus;2
LOC105374002;105374002;3;NC_000003.12;98902009;98905362;plus;3
LOC105374003;105374003;3;NC_000003.12;98980928;98998402;plus;3
LOC105374004;105374004;3;NC_000003.12;99329838;99337674;minus;3
LOC105374005;105374005;3;NC_000003.12;99503287;99547967;minus;6
LOC105374006;105374006;3;NC_000003.12;99506229;99515036;plus;3
LOC105374007;105374007;3;NC_000003.12;99408416;99598491;minus;11
LOC105374009;105374009;3;NC_000003.12;100145451;100160423;minus;5
LOC105374010;105374010;3;NC_000003.12;100021012;100034855;plus;2
LOC105374013;105374013;3;NC_000003.12;101687181;101696682;plus;2
LOC105374016;105374016;3;NC_000003.12;102568033;102710804;minus;22
LOC105374017;105374017;3;NC_000003.12;102710842;102727620;plus;5
LOC105374018;105374018;3;NC_000003.12;102899864;102926058;minus;6
LOC105374019;105374019;3;NC_000003.12;104334239;104336218;minus;2
LOC105374020;105374020;3;NC_000003.12;104357510;104456674;minus;3
LOC105374021;105374021;3;NC_000003.12;104517419;104527107;minus;5
LOC105374023;105374023;3;NC_000003.12;104995641;105017995;plus;3
LOC105374024;105374024;3;NC_000003.12;105871145;105882180;minus;3
LOC105374026;105374026;3;NC_000003.12;106059695;106070656;minus;3
LOC105374027;105374027;3;NC_000003.12;106176883;106196289;plus;3
LOC105374029;105374029;3;NC_000003.12;106684388;106750844;minus;6
LOC105374031;105374031;3;NC_000003.12;108094635;108123545;plus;7
LOC105374033;105374033;3;NC_000003.12;108713549;108727630;minus;4
LOC105374034;105374034;3;NC_000003.12;108742489;108748262;minus;7
LOC105374036;105374036;3;NC_000003.12;110447235;110471534;plus;4
LOC105374037;105374037;3;NC_000003.12;110554771;110667293;minus;4
LOC105374038;105374038;3;NC_000003.12;111269138;111275861;plus;6
LOC105374039;105374039;3;NC_000003.12;111364517;111542003;plus;6
LOC105374040;105374040;3;NC_000003.12;111802875;111861706;minus;4
LOC105374041;105374041;3;NC_000003.12;112373306;112404394;minus;4
LOC105374042;105374042;3;NC_000003.12;112302478;112332754;plus;5
LOC105374048;105374048;3;NC_000003.12;114001821;114016985;plus;3
LOC105374051;105374051;3;NC_000003.12;115435520;115438919;plus;3
LOC105374052;105374052;3;NC_000003.12;116170787;116179527;minus;2
LOC105374053;105374053;3;NC_000003.12;115870650;115871344;plus;2
LOC105374054;105374054;3;NC_000003.12;117238929;117244845;plus;3
LOC105374056;105374056;3;NC_000003.12;117509738;117542797;plus;3
LOC105374058;105374058;3;NC_000003.12;118488800;118493858;plus;3
LOC105374059;105374059;3;NC_000003.12;118771707;118773198;minus;3
LOC105374060;105374060;3;NC_000003.12;118508411;118810833;minus;4
LOC105374062;105374062;3;NC_000003.12;119598637;119606762;minus;3
LOC105374063;105374063;3;NC_000003.12;119666017;119668565;plus;2
LOC105374064;105374064;3;NC_000003.12;119699868;119702921;minus;3
LOC105374065;105374065;3;NC_000003.12;120145354;120185355;plus;3
LOC105374069;105374069;3;NC_000003.12;120863325;120908079;minus;8
LOC105374071;105374071;3;NC_000003.12;122525590;122560431;plus;5
LOC105374076;105374076;3;NC_000003.12;124544587;124576887;minus;3
LOC105374077;105374077;3;NC_000003.12;124168008;124171712;plus;2
LOC105374080;105374080;3;NC_000003.12;125375397;125386859;plus;3
LOC105374081;105374081;3;NC_000003.12;125414544;125426131;minus;3
LOC105374083;105374083;3;NC_000003.12;126159573;126171078;plus;3
LOC105374085;105374085;3;NC_000003.12;126084116;126086380;plus;2
LOC105374088;105374088;3;NC_000003.12;126312360;126323535;plus;3
LOC105374089;105374089;3;NC_000003.12;126432796;126435551;minus;1
LOC105374090;105374090;3;NC_000003.12;126559013;126604715;plus;3
LOC105374094;105374094;3;NC_000003.12;127384647;127388901;minus;3
LOC105374096;105374096;3;NC_000003.12;127836488;127859263;plus;3
LOC105374101;105374101;3;NC_000003.12;129184054;129196304;plus;2
LOC105374102;105374102;3;NC_000003.12;129230742;129236115;plus;3
LOC105374103;105374103;3;NC_000003.12;130143281;130148818;minus;2
LOC105374106;105374106;3;NC_000003.12;130274909;130276791;minus;2
LOC105374107;105374107;3;NC_000003.12;130813723;130836551;plus;6
LOC105374108;105374108;3;NC_000003.12;130844835;130846886;plus;3
LOC105374110;105374110;3;NC_000003.12;131431555;131442667;minus;3
LOC105374111;105374111;3;NC_000003.12;132046919;132086757;plus;3
LOC105374113;105374113;3;NC_000003.12;131801915;131872200;plus;5
LOC105374114;105374114;3;NC_000003.12;131502590;131520877;plus;3
LOC105374115;105374115;3;NC_000003.12;132781545;132804714;minus;3
LOC105374116;105374116;3;NC_000003.12;133784139;133805483;minus;4
LOC105374117;105374117;3;NC_000003.12;134064613;134069052;minus;4
LOC105374118;105374118;3;NC_000003.12;134325021;134329120;minus;2
LOC105374120;105374120;3;NC_000003.12;135107302;135125442;minus;5
LOC105374121;105374121;3;NC_000003.12;134851757;134874232;minus;4
LOC105374122;105374122;3;NC_000003.12;135354790;135516378;minus;9
LOC105374123;105374123;3;NC_000003.12;135782549;135793926;minus;3
LOC105374124;105374124;3;NC_000003.12;135832431;135840644;minus;4
LOC105374126;105374126;3;NC_000003.12;137626912;137713834;minus;4
LOC105374127;105374127;3;NC_000003.12;138017566;138021923;minus;2
LOC105374128;105374128;3;NC_000003.12;138046372;138058068;minus;3
LOC105374129;105374129;3;NC_000003.12;138410275;138415087;plus;2
LOC105374132;105374132;3;NC_000003.12;140448711;140476013;minus;5
LOC105374134;105374134;3;NC_000003.12;141851579;141861143;plus;3
LOC105374136;105374136;3;NC_000003.12;142599984;142656802;minus;3
LOC105374137;105374137;3;NC_000003.12;143131692;143133301;minus;2
LOC105374138;105374138;3;NC_000003.12;143083712;143111402;plus;5
LOC105374139;105374139;3;NC_000003.12;144375634;144379518;minus;2
LOC105374140;105374140;3;NC_000003.12;144231596;144478093;plus;9
LOC105374141;105374141;3;NC_000003.12;144884538;144896487;plus;3
LOC105374142;105374142;3;NC_000003.12;145556488;145569222;minus;4
LOC105374143;105374143;3;NC_000003.12;145569268;145573605;minus;3
LOC105374144;105374144;3;NC_000003.12;145623082;145650558;minus;4
LOC105374145;105374145;3;NC_000003.12;146164657;146191717;minus;5
LOC105374147;105374147;3;NC_000003.12;148383842;148409741;minus;4
LOC105374148;105374148;3;NC_000003.12;148312297;148339975;minus;6
LOC105374150;105374150;3;NC_000003.12;148439992;148465791;minus;8
LOC105374151;105374151;3;NC_000003.12;149390383;149404790;minus;4
LOC105374152;105374152;3;NC_000003.12;149952408;149958702;minus;2
LOC105374153;105374153;3;NC_000003.12;150039221;150040948;plus;3
LOC105374154;105374154;3;NC_000003.12;150274477;150281474;plus;3
LOC105374155;105374155;3;NC_000003.12;150761824;150785150;plus;4
LOC105374157;105374157;3;NC_000003.12;151619929;151625998;plus;3
LOC105374159;105374159;3;NC_000003.12;151893765;151904806;plus;3
LOC105374160;105374160;3;NC_000003.12;151796278;151806360;plus;6
LOC105374162;105374162;3;NC_000003.12;152317553;152329247;plus;2
LOC105374163;105374163;3;NC_000003.12;152494820;152497083;minus;3
LOC105374164;105374164;3;NC_000003.12;153178749;153252043;plus;6
LOC105374166;105374166;3;NC_000003.12;153319449;153377422;plus;8
LOC105374167;105374167;3;NC_000003.12;154248468;154251495;minus;2
LOC105374170;105374170;3;NC_000003.12;154863718;154887414;minus;3
LOC105374171;105374171;3;NC_000003.12;154899066;154970303;minus;6
LOC105374172;105374172;3;NC_000003.12;155315471;155318933;plus;3
LOC105374174;105374174;3;NC_000003.12;155854991;155862815;plus;4
LOC105374179;105374179;3;NC_000003.12;157234080;157251050;minus;4
LOC105374181;105374181;3;NC_000003.12;158864158;158873236;plus;2
LOC105374186;105374186;3;NC_000003.12;161173532;161182289;minus;4
LOC105374187;105374187;3;NC_000003.12;161263152;161285627;plus;3
LOC105374188;105374188;3;NC_000003.12;163304191;163381162;plus;5
LOC105374189;105374189;3;NC_000003.12;164338943;164370676;plus;3
LOC105374190;105374190;3;NC_000003.12;164402462;164419607;plus;3
LOC105374191;105374191;3;NC_000003.12;164450687;164688154;plus;10
LOC105374192;105374192;3;NC_000003.12;165072023;165083824;plus;6
LOC105374193;105374193;3;NC_000003.12;166900657;166971621;minus;10
LOC105374194;105374194;3;NC_000003.12;166898683;166931824;plus;3
LOC105374195;105374195;3;NC_000003.12;166971879;166973797;minus;3
LOC105374196;105374196;3;NC_000003.12;167068681;167106760;minus;5
LOC105374197;105374197;3;NC_000003.12;167467292;167475759;plus;3
LOC105374200;105374200;3;NC_000003.12;168609187;168630639;minus;3
LOC105374205;105374205;3;NC_000003.12;169447867;169477052;plus;5
LOC105374206;105374206;3;NC_000003.12;169281765;169282760;plus;2
LOC105374209;105374209;3;NC_000003.12;170102941;170122038;plus;3
LOC105374211;105374211;3;NC_000003.12;170767915;170837623;plus;3
LOC105374216;105374216;3;NC_000003.12;171101640;171161262;plus;7
LOC105374217;105374217;3;NC_000003.12;171942467;171983165;plus;4
LOC105374218;105374218;3;NC_000003.12;171900464;171938643;plus;4
LOC105374220;105374220;3;NC_000003.12;173114288;173162893;plus;3
LOC105374221;105374221;3;NC_000003.12;172960524;172966164;plus;3
LOC105374224;105374224;3;NC_000003.12;173206578;173260549;plus;7
LOC105374225;105374225;3;NC_000003.12;173731376;173738219;minus;2
LOC105374226;105374226;3;NC_000003.12;174417100;174438564;minus;4
LOC105374229;105374229;3;NC_000003.12;176693038;176719294;plus;4
LOC105374230;105374230;3;NC_000003.12;176543300;176565281;plus;3
LOC105374234;105374234;3;NC_000003.12;178015779;178065848;plus;4
LOC105374235;105374235;3;NC_000003.12;178274666;178385432;minus;6
LOC105374240;105374240;3;NC_000003.12;180867948;180871402;plus;3
LOC105374242;105374242;3;NC_000003.12;182025654;182027708;minus;3
LOC105374243;105374243;3;NC_000003.12;182149525;182182762;minus;8
LOC105374245;105374245;3;NC_000003.12;182783333;182793358;minus;4
LOC105374246;105374246;3;NC_000003.12;182980942;182986729;plus;2
LOC105374247;105374247;3;NC_000003.12;183107866;183114410;plus;3
LOC105374248;105374248;3;NC_000003.12;183629967;183632985;plus;3
LOC105374249;105374249;3;NC_000003.12;184073423;184135323;minus;4
LOC105374253;105374253;3;NC_000003.12;184773260;184780944;plus;5
LOC105374254;105374254;3;NC_000003.12;185499142;185504492;plus;3
LOC105374257;105374257;3;NC_000003.12;186121530;186140279;plus;3
LOC105374258;105374258;3;NC_000003.12;186641150;186715029;minus;8
LOC105374259;105374259;3;NC_000003.12;186753217;186761048;plus;3
LOC105374260;105374260;3;NC_000003.12;187223201;187228230;plus;3
LOC105374262;105374262;3;NC_000003.12;187522780;187535944;minus;6
LOC105374263;105374263;3;NC_000003.12;187792595;187795687;minus;3
LOC105374264;105374264;3;NC_000003.12;187835689;187890244;minus;3
LOC105374265;105374265;3;NC_000003.12;187931469;187933225;minus;2
LOC105374270;105374270;3;NC_000003.12;189455151;189478306;minus;3
LOC105374275;105374275;3;NC_000003.12;191748642;191752891;minus;3
LOC105374276;105374276;3;NC_000003.12;191781070;191808560;minus;4
LOC105374277;105374277;3;NC_000003.12;192005064;192037436;minus;4
LOC105374280;105374280;3;NC_000003.12;193237469;193241029;minus;4
LOC105374282;105374282;3;NC_000003.12;193770959;193772424;minus;2
LOC105374283;105374283;3;NC_000003.12;193787252;193792084;plus;4
LOC105374284;105374284;3;NC_000003.12;193832779;193838019;minus;3
LOC105374286;105374286;3;NC_000003.12;193874751;193885456;plus;6
LOC105374287;105374287;3;NC_000003.12;193849050;193942349;minus;6
LOC105374291;105374291;3;NC_000003.12;194601777;194604244;plus;3
LOC105374292;105374292;3;NC_000003.12;194705548;194826859;plus;8
LOC105374294;105374294;3;NC_000003.12;194981583;194998957;minus;5
LOC105374295;105374295;3;NC_000003.12;195005769;195014907;minus;3
LOC105374296;105374296;3;NC_000003.12;195148459;195151311;minus;2
LOC105374297;105374297;3;NC_000003.12;195646635;195652159;minus;3
LOC105374298;105374298;3;NC_000003.12;195636885;195652291;plus;2
LOC105374299;105374299;3;NC_000003.12;195815706;195818776;plus;3
LOC105374301;105374301;3;NC_000003.12;195993944;196002217;plus;2
LOC105374303;105374303;3;NC_000003.12;196192768;196194041;plus;3
LOC105374304;105374304;3;NC_000003.12;196213616;196220396;minus;7
LOC105374306;105374306;3;NC_000003.12;196496214;196500718;minus;2
LOC105374307;105374307;3;NC_000003.12;196505820;196506892;plus;3
LOC105374308;105374308;3;NC_000003.12;197419856;197458406;minus;8
LOC105374309;105374309;3;NC_000003.12;197477986;197479651;plus;2
LOC105374310;105374310;3;NC_000003.12;197830870;197851296;minus;3
LOC105374312;105374312;3;NC_000003.12;125774714;125797953;plus;2
LOC105374313;105374313;3;NC_000003.12;150096443;150151001;plus;3
LOC105374314;105374314;3;NC_000003.12;160032259;160040364;minus;4
LOC105374317;105374317;2;NC_000002.12;21221131;21286978;plus;4
LOC105374318;105374318;2;NC_000002.12;21316343;21357490;plus;3
LOC105374320;105374320;2;NC_000002.12;21951656;21980696;plus;5
LOC105374323;105374323;2;NC_000002.12;23357451;23381943;minus;6
LOC105374325;105374325;2;NC_000002.12;23501925;23524344;minus;2
LOC105374328;105374328;2;NC_000002.12;24166000;24174596;minus;5
LOC105374329;105374329;2;NC_000002.12;24403733;24463154;plus;5
LOC105374332;105374332;2;NC_000002.12;25724076;25725527;minus;3
LOC105374333;105374333;2;NC_000002.12;26074667;26093870;plus;2
LOC105374334;105374334;2;NC_000002.12;26299049;26312862;plus;5
LOC105374336;105374336;4;NC_000004.12;307335;310074;minus;2
LOC105374338;105374338;4;NC_000004.12;577168;584866;plus;3
LOC105374339;105374339;4;NC_000004.12;786981;796687;plus;3
LOC105374340;105374340;4;NC_000004.12;841672;846821;minus;4
LOC105374341;105374341;4;NC_000004.12;872266;875124;plus;3
LOC105374343;105374343;4;NC_000004.12;1036211;1051506;plus;2
LOC105374344;105374344;4;NC_000004.12;1113639;1132975;plus;3
LOC105374346;105374346;4;NC_000004.12;1287681;1288290;plus;2
LOC105374347;105374347;4;NC_000004.12;1284450;1289704;minus;4
LOC105374348;105374348;4;NC_000004.12;1500991;1503552;minus;3
LOC105374349;105374349;4;NC_000004.12;1627314;1629735;minus;3
LOC105374352;105374352;4;NC_000004.12;2342576;2344664;minus;2
LOC105374353;105374353;4;NC_000004.12;2463015;2466198;plus;3
LOC105374354;105374354;4;NC_000004.12;3449976;3453280;plus;2
LOC105374355;105374355;4;NC_000004.12;3474938;3476199;minus;2
LOC105374357;105374357;4;NC_000004.12;3645105;3653896;plus;3
LOC105374358;105374358;4;NC_000004.12;3956397;3963940;plus;3
LOC105374359;105374359;4;NC_000004.12;3988572;4006616;plus;3
LOC105374362;105374362;4;NC_000004.12;5189518;5204414;minus;6
LOC105374363;105374363;2;NC_000002.12;27356246;27358664;plus;2
LOC105374364;105374364;4;NC_000004.12;6203552;6221936;minus;3
LOC105374365;105374365;4;NC_000004.12;6568729;6574394;plus;3
LOC105374367;105374367;4;NC_000004.12;6763514;6767620;plus;2
LOC105374368;105374368;4;NC_000004.12;7064883;7066616;plus;2
LOC105374369;105374369;2;NC_000002.12;27942452;27943504;plus;2
LOC105374370;105374370;4;NC_000004.12;7070548;7099217;plus;3
LOC105374371;105374371;4;NC_000004.12;7256812;7263224;plus;3
LOC105374373;105374373;4;NC_000004.12;8268608;8270181;minus;3
LOC105374376;105374376;4;NC_000004.12;8436317;8439065;plus;2
LOC105374377;105374377;4;NC_000004.12;48204;51521;minus;0
LOC105374378;105374378;2;NC_000002.12;27716145;27761935;plus;9
LOC105374381;105374381;2;NC_000002.12;28348412;28351371;plus;4
LOC105374382;105374382;2;NC_000002.12;28358005;28365766;plus;4
LOC105374383;105374383;2;NC_000002.12;28377358;28387129;plus;3
LOC105374384;105374384;2;NC_000002.12;28677039;28683573;minus;3
LOC105374386;105374386;2;NC_000002.12;29088776;29097610;minus;3
LOC105374389;105374389;2;NC_000002.12;29474734;29475377;minus;2
LOC105374391;105374391;4;NC_000004.12;33467424;33520434;plus;4
LOC105374392;105374392;4;NC_000004.12;33881581;33905281;plus;6
LOC105374396;105374396;4;NC_000004.12;35859386;35874312;minus;3
LOC105374397;105374397;4;NC_000004.12;35948118;35972234;minus;4
LOC105374399;105374399;4;NC_000004.12;36355369;36366678;plus;3
LOC105374402;105374402;4;NC_000004.12;37112005;37129587;minus;3
LOC105374404;105374404;4;NC_000004.12;37705409;37715086;minus;4
LOC105374406;105374406;4;NC_000004.12;37761047;37762850;plus;3
LOC105374407;105374407;4;NC_000004.12;37923898;37952812;plus;2
LOC105374408;105374408;4;NC_000004.12;38233564;38243455;minus;2
LOC105374409;105374409;4;NC_000004.12;38280004;38288140;plus;5
LOC105374412;105374412;4;NC_000004.12;38748752;38753474;plus;4
LOC105374413;105374413;4;NC_000004.12;38744122;38748737;plus;4
LOC105374414;105374414;2;NC_000002.12;30177191;30191861;minus;4
LOC105374418;105374418;4;NC_000004.12;39065647;39101763;minus;3
LOC105374419;105374419;4;NC_000004.12;39639104;39666653;plus;5
LOC105374421;105374421;4;NC_000004.12;41682967;41697153;minus;4
LOC105374423;105374423;4;NC_000004.12;41542983;41556675;minus;5
LOC105374425;105374425;4;NC_000004.12;41748293;41855261;plus;7
LOC105374426;105374426;4;NC_000004.12;41892443;41935134;minus;4
LOC105374428;105374428;4;NC_000004.12;42299012;42391268;minus;2
LOC105374430;105374430;4;NC_000004.12;42675207;42704271;plus;3
LOC105374432;105374432;4;NC_000004.12;43223188;43282951;minus;3
LOC105374433;105374433;4;NC_000004.12;43316080;43343396;plus;5
LOC105374434;105374434;4;NC_000004.12;43296862;43330696;minus;3
LOC105374435;105374435;2;NC_000002.12;30823502;30835430;plus;5
LOC105374438;105374438;4;NC_000004.12;43972641;44016693;minus;7
LOC105374439;105374439;4;NC_000004.12;44726585;44778933;plus;7
LOC105374440;105374440;4;NC_000004.12;44800270;44805355;plus;3
LOC105374441;105374441;4;NC_000004.12;44896897;44924587;minus;4
LOC105374442;105374442;4;NC_000004.12;47092834;47098429;minus;4
LOC105374443;105374443;4;NC_000004.12;47638198;47645063;plus;2
LOC105374444;105374444;4;NC_000004.12;47627252;47636569;plus;3
LOC105374445;105374445;4;NC_000004.12;48269972;48290800;plus;3
LOC105374453;105374453;2;NC_000002.12;32885988;32903090;minus;3
LOC105374454;105374454;2;NC_000002.12;33555045;33569430;minus;4
LOC105374455;105374455;2;NC_000002.12;33600604;33656495;plus;6
LOC105374456;105374456;2;NC_000002.12;34047955;34067084;minus;3
LOC105374457;105374457;2;NC_000002.12;34306288;34343658;minus;5
LOC105374458;105374458;2;NC_000002.12;34702773;34737327;minus;6
LOC105374459;105374459;2;NC_000002.12;34597964;34616555;minus;6
LOC105374461;105374461;2;NC_000002.12;34998267;35000188;minus;3
LOC105374464;105374464;2;NC_000002.12;37455822;37613490;plus;10
LOC105374465;105374465;2;NC_000002.12;37719047;37737623;minus;3
LOC105374466;105374466;2;NC_000002.12;38112984;38138525;minus;3
LOC105374467;105374467;2;NC_000002.12;38269093;38272203;minus;3
LOC105374468;105374468;2;NC_000002.12;38408940;38411923;plus;3
LOC105374470;105374470;2;NC_000002.12;38836370;38854047;plus;3
LOC105374471;105374471;2;NC_000002.12;38935823;38953455;minus;5
LOC105374473;105374473;2;NC_000002.12;40617528;40621154;minus;4
LOC105374474;105374474;4;NC_000004.12;8847235;8853617;minus;3
LOC105374475;105374475;2;NC_000002.12;40632909;40643685;minus;3
LOC105374476;105374476;4;NC_000004.12;9987835;10016736;plus;5
LOC105374478;105374478;4;NC_000004.12;10142809;10158232;minus;2
LOC105374479;105374479;4;NC_000004.12;10785781;10789796;plus;3
LOC105374480;105374480;4;NC_000004.12;10621048;10630891;plus;4
LOC105374481;105374481;4;NC_000004.12;10564795;10578526;plus;4
LOC105374482;105374482;4;NC_000004.12;10489113;10531030;plus;3
LOC105374483;105374483;4;NC_000004.12;11776305;11789866;plus;3
LOC105374488;105374488;4;NC_000004.12;11259633;11281056;plus;3
LOC105374489;105374489;4;NC_000004.12;11821737;11823971;plus;3
LOC105374490;105374490;4;NC_000004.12;12535962;12571622;plus;3
LOC105374491;105374491;2;NC_000002.12;40717276;40732403;plus;4
LOC105374492;105374492;4;NC_000004.12;12469842;12622908;minus;5
LOC105374493;105374493;4;NC_000004.12;12876577;12973030;minus;5
LOC105374494;105374494;4;NC_000004.12;13146257;13270004;minus;5
LOC105374495;105374495;4;NC_000004.12;13484449;13489889;plus;3
LOC105374496;105374496;4;NC_000004.12;14513590;14518503;plus;3
LOC105374497;105374497;2;NC_000002.12;40678318;40970267;minus;8
LOC105374498;105374498;4;NC_000004.12;14956410;14966710;minus;3
LOC105374501;105374501;4;NC_000004.12;15124748;15133137;plus;3
LOC105374502;105374502;4;NC_000004.12;16124284;16126165;minus;3
LOC105374505;105374505;4;NC_000004.12;16400500;16596629;plus;5
LOC105374506;105374506;2;NC_000002.12;41417061;41578004;minus;4
LOC105374507;105374507;4;NC_000004.12;17073859;17082629;minus;4
LOC105374510;105374510;4;NC_000004.12;18411789;18837063;plus;9
LOC105374511;105374511;4;NC_000004.12;19856143;19937684;plus;3
LOC105374513;105374513;4;NC_000004.12;20006917;20026316;plus;3
LOC105374514;105374514;4;NC_000004.12;20205999;20212958;minus;3
LOC105374515;105374515;4;NC_000004.12;20658446;20674272;plus;2
LOC105374516;105374516;4;NC_000004.12;21582096;21613722;plus;4
LOC105374517;105374517;2;NC_000002.12;41983356;41988680;minus;4
LOC105374519;105374519;4;NC_000004.12;22350547;22362804;plus;2
LOC105374520;105374520;4;NC_000004.12;22635675;22688755;plus;4
LOC105374521;105374521;4;NC_000004.12;22730391;22744295;minus;4
LOC105374523;105374523;4;NC_000004.12;23302533;23400408;minus;5
LOC105374524;105374524;4;NC_000004.12;22997576;23504916;plus;26
LOC105374525;105374525;4;NC_000004.12;23578638;23581468;minus;2
LOC105374527;105374527;4;NC_000004.12;23769094;23783980;plus;3
LOC105374528;105374528;4;NC_000004.12;23717860;23769047;plus;4
LOC105374531;105374531;2;NC_000002.12;42083474;42097793;minus;2
LOC105374534;105374534;4;NC_000004.12;25107134;25112811;minus;5
LOC105374535;105374535;4;NC_000004.12;25190209;25233864;minus;6
LOC105374536;105374536;4;NC_000004.12;25424465;25468628;plus;4
LOC105374537;105374537;2;NC_000002.12;42413741;42425256;minus;3
LOC105374538;105374538;4;NC_000004.12;25899142;25914093;minus;5
LOC105374541;105374541;4;NC_000004.12;26151875;26174487;minus;6
LOC105374542;105374542;4;NC_000004.12;26288142;26299646;minus;2
LOC105374545;105374545;4;NC_000004.12;26181106;26198001;minus;3
LOC105374546;105374546;4;NC_000004.12;26859624;26860599;minus;3
LOC105374547;105374547;4;NC_000004.12;27645973;27656496;minus;6
LOC105374548;105374548;4;NC_000004.12;27669967;27719249;plus;5
LOC105374549;105374549;4;NC_000004.12;27736549;27750206;plus;4
LOC105374550;105374550;4;NC_000004.12;27819160;27830169;plus;3
LOC105374552;105374552;4;NC_000004.12;27931184;28003072;plus;3
LOC105374553;105374553;4;NC_000004.12;28024257;28108950;minus;3
LOC105374555;105374555;2;NC_000002.12;42582829;42619935;minus;6
LOC105374556;105374556;4;NC_000004.12;28393311;28402926;minus;3
LOC105374557;105374557;4;NC_000004.12;28117558;28604851;plus;8
LOC105374558;105374558;4;NC_000004.12;28522000;28585701;minus;3
LOC105374559;105374559;4;NC_000004.12;28624554;28631551;plus;3
LOC105374562;105374562;4;NC_000004.12;29797903;29801039;minus;4
LOC105374564;105374564;4;NC_000004.12;31499797;31506308;minus;3
