Symbol;GeneID;chromosome;genomic_nucleotide_accession.version;start_position_on_the_genomic_accession;end_position_on_the_genomic_accession;orientation;exon_count
Olfr549;259105;7;NC_000073.6;102554286;102555236;plus;1
Trim21;20821;7;NC_000073.6;102557920;102565482;minus;8
Gm5339;384699;7;NC_000073.6;102568476;102569416;minus;0
Olfr550;259108;7;NC_000073.6;102571431;102579662;plus;2
Olfr551;258750;7;NC_000073.6;102587741;102588819;minus;1
Olfr552;259106;7;NC_000073.6;102604356;102605309;plus;1
Olfr553;233578;7;NC_000073.6;102614007;102614987;minus;1
Olfr554;258322;7;NC_000073.6;102640248;102641201;plus;1
Gm2996;100040840;7;NC_000073.6;102646766;102648310;minus;0
Olfr555;259107;7;NC_000073.6;102658823;102659770;plus;1
Olfr556;258749;7;NC_000073.6;102669901;102670923;plus;1
Trim68;101700;7;NC_000073.6;102677579;102687335;minus;7
Olfr557;258358;7;NC_000073.6;102698216;102699272;plus;1
Olfr558;259097;7;NC_000073.6;102702323;102712054;plus;3
Olfr33;18332;7;NC_000073.6;102713455;102714411;minus;1
Olfr559;259116;7;NC_000073.6;102723532;102724488;minus;1
Gm24210;115485631;7;NC_000073.6;102734582;102734714;minus;1
Olfr78;170639;7;NC_000073.6;102740721;102759471;minus;4
Olfr560;259117;7;NC_000073.6;102752983;102753927;minus;1
Olfr561;259096;7;NC_000073.6;102774526;102775470;plus;1
Olfr562-ps1;259090;7;NC_000073.6;102781478;102782428;plus;0
Olfr563-ps1;259157;7;NC_000073.6;102791250;102792330;plus;0
Olfr564;258356;7;NC_000073.6;102803480;102804430;plus;1
Olfr565-ps1;258142;7;NC_000073.6;102817575;102818495;minus;0
Olfr566;258168;7;NC_000073.6;102856321;102858765;minus;2
Olfr567-ps1;258140;7;NC_000073.6;102863922;102864778;minus;0
Olfr568;259095;7;NC_000073.6;102877122;102878063;plus;1
Olfr569;259092;7;NC_000073.6;102887207;102888151;minus;1
Olfr570;259114;7;NC_000073.6;102900342;102901386;plus;1
LOC115486496;115486496;7;NC_000073.6;102905456;102908533;minus;0
Olfr571;259089;7;NC_000073.6;102908869;102909837;minus;1
Olfr572;259093;7;NC_000073.6;102927630;102928586;plus;1
Olfr573-ps1;258230;7;NC_000073.6;102941643;102942542;minus;0
Olfr574;258357;7;NC_000073.6;102948467;102949507;plus;1
Olfr575;259118;7;NC_000073.6;102954664;102955620;minus;1
Olfr576;258248;7;NC_000073.6;102965102;102966040;plus;1
Olfr577;259113;7;NC_000073.6;102973052;102973990;minus;1
Olfr578;259119;7;NC_000073.6;102984221;102985162;minus;1
Olfr1527-ps1;259158;7;NC_000073.6;102998926;102999750;minus;0
Olfr579-ps1;258141;7;NC_000073.6;103004610;103005197;minus;0
Olfr580-ps1;258213;7;NC_000073.6;103013140;103014490;minus;0
Olfr581-ps1;404406;7;NC_000073.6;103029132;103029591;plus;0
Olfr582;259055;7;NC_000073.6;103041481;103042440;plus;1
Olfr583;258752;7;NC_000073.6;103051300;103052259;plus;1
Olfr584;259056;7;NC_000073.6;103085520;103086479;plus;1
Olfr585;259091;7;NC_000073.6;103097743;103098699;plus;1
Olfr586;259115;7;NC_000073.6;103121829;103122782;minus;1
Olfr587-ps1;404407;7;NC_000073.6;103134376;103135323;plus;0
Olfr588-ps1;259094;7;NC_000073.6;103143590;103144531;plus;0
Gm15116;100417214;7;NC_000073.6;103147993;103148666;minus;0
Olfr589;259054;7;NC_000073.6;103154792;103155745;minus;1
Olfr590-ps1;258170;7;NC_000073.6;103165886;103166747;plus;0
Olfr591;258139;7;NC_000073.6;103172691;103173635;minus;1
Olfr592;404317;7;NC_000073.6;103186603;103187541;plus;1
Olfr593;258378;7;NC_000073.6;103211862;103212845;plus;1
Olfr594;258246;7;NC_000073.6;103219720;103220655;plus;1
Olfr595-ps1;258175;7;NC_000073.6;103235632;103236582;plus;0
Usp17ld;384701;7;NC_000073.6;103250086;103252505;minus;2
Olfr596;100041187;7;NC_000073.6;103309723;103310661;plus;1
Olfr597;258135;7;NC_000073.6;103320413;103321360;plus;1
Olfr598;257975;7;NC_000073.6;103328488;103329447;plus;1
Olfr599;258726;7;NC_000073.6;103338012;103339061;plus;1
Olfr600;259048;7;NC_000073.6;103345982;103346926;minus;1
Olfr601;258311;7;NC_000073.6;103358224;103359213;minus;1
Olfr602-ps1;257976;7;NC_000073.6;103367523;103368228;minus;0
Olfr603;259073;7;NC_000073.6;103383062;103384000;minus;1
Usp17lc;13532;7;NC_000073.6;103416696;103419174;plus;2
Olfr605;258156;7;NC_000073.6;103442140;103443150;minus;1
Olfr606;259098;7;NC_000073.6;103451339;103452298;plus;1
Olfr607;546989;7;NC_000073.6;103460223;103464126;minus;2
Olfr608;258751;7;NC_000073.6;103470041;103470991;plus;1
Olfr609;259086;7;NC_000073.6;103491917;103492876;minus;1
Olfr610;259085;7;NC_000073.6;103505997;103506944;minus;1
Olfr611;258722;7;NC_000073.6;103517411;103518382;minus;1
Olfr612;545985;7;NC_000073.6;103538261;103539232;minus;1
Olfr613;259104;7;NC_000073.6;103550368;103555504;plus;1
Olfr615;259084;7;NC_000073.6;103560479;103561420;plus;1
Olfr616;259103;7;NC_000073.6;103564324;103565277;minus;1
Olfr617;258838;7;NC_000073.6;103584024;103584980;plus;1
Olfr618;259049;7;NC_000073.6;103597318;103598274;plus;1
Olfr619;259080;7;NC_000073.6;103603589;103604712;plus;1
Olfr620;258808;7;NC_000073.6;103611410;103612351;minus;1
Olfr621-ps1;667639;7;NC_000073.6;103629021;103629943;minus;0
Olfr622;259087;7;NC_000073.6;103639185;103640138;minus;1
Olfr623;259126;7;NC_000073.6;103660244;103661318;minus;1
Olfr624;258189;7;NC_000073.6;103670103;103671029;minus;1
Olfr625-ps1;258169;7;NC_000073.6;103682729;103683682;plus;0
Olfr626-ps1;404366;7;NC_000073.6;103691572;103692117;minus;0
Olfr260-ps1;404365;7;NC_000073.6;103699576;103700298;minus;0
Olfr243;436002;7;NC_000073.6;103716596;103717546;plus;1
Olfr628;259159;7;NC_000073.6;103731928;103732878;plus;1
Olfr629;258818;7;NC_000073.6;103740201;103741322;minus;1
Olfr630;259102;7;NC_000073.6;103754150;103757350;minus;2
Olfr69;18370;7;NC_000073.6;103767277;103771594;minus;3
Olfr68;18369;7;NC_000073.6;103777396;103778343;minus;1
Olfr67;18368;7;NC_000073.6;103787212;103791830;minus;2
Hbb-3'hs1;106007494;7;NC_000073.6;103792900;103793903;plus;0
Hs-3'beta2;110740343;7;NC_000073.6;103808651;103809650;plus;0
Hbb-bt;101488143;7;NC_000073.6;103812524;103813923;minus;3
LOC110740345;110740345;7;NC_000073.6;103823625;103824001;plus;0
Hs-3'beta1;110740344;7;NC_000073.6;103824261;103825260;plus;0
Hbb-bs;100503605;7;NC_000073.6;103826523;103827928;minus;3
Gm15115;108167487;7;NC_000073.6;103829590;103829926;plus;0
Hbb-bh3;15134;7;NC_000073.6;103832628;103833732;minus;0
Hbb-bh2;436003;7;NC_000073.6;103838801;103840734;minus;4
Hbb-bh1;15132;7;NC_000073.6;103841638;103843162;minus;3
Hs-e1;110740338;7;NC_000073.6;103846833;103847665;plus;0
Hbb-y;15135;7;NC_000073.6;103851754;103853207;minus;3
Hbb-ar;15128;7;NC_000073.6;103852766;103877545;plus;0
Olfr66;18367;7;NC_000073.6;103881306;103882241;minus;1
Dnajc19-ps;100503724;7;NC_000073.6;103882573;103883104;minus;0
Olfr64;18366;7;NC_000073.6;103892810;103894471;minus;1
Olfr65;18365;7;NC_000073.6;103906342;103907447;plus;1
Hbb-hs-62.5;106014248;7;NC_000073.6;103909993;103913577;plus;0
Olfr631;258961;7;NC_000073.6;103915062;103930666;plus;5
Olfr632;259123;7;NC_000073.6;103937382;103938335;plus;1
Hbb-hs-85.5;110740347;7;NC_000073.6;103941549;103943348;plus;0
Olfr633;258351;7;NC_000073.6;103946568;103947506;plus;1
Olfr634-ps1;257949;7;NC_000073.6;103956412;103957363;plus;0
Gm4886;233614;7;NC_000073.6;103973358;103974254;minus;0
Olfr635;259122;7;NC_000073.6;103979176;103980141;plus;1
Olfr636-ps1;258144;7;NC_000073.6;103989105;103990042;minus;0
Olfr637-ps1;258143;7;NC_000073.6;103995979;103996643;plus;0
Olfr638;259124;7;NC_000073.6;104003259;104004224;plus;1
Olfr639;259088;7;NC_000073.6;104011750;104012700;minus;1
Olfr640;258819;7;NC_000073.6;104021372;104022316;minus;1
Olfr641;259075;7;NC_000073.6;104039798;104040736;plus;1
Olfr642;258326;7;NC_000073.6;104049408;104050352;minus;1
Olfr643;259081;7;NC_000073.6;104058656;104059600;minus;1
Olfr644;259125;7;NC_000073.6;104068085;104069029;minus;1
Olfr645;258247;7;NC_000073.6;104084131;104085078;minus;1
Olfr646;259058;7;NC_000073.6;104097316;104107219;plus;2
Ubqln5;70980;7;NC_000073.6;104127913;104129823;minus;1
Ubqln3;244178;7;NC_000073.6;104140621;104143321;minus;2
Ubqlnl;244179;7;NC_000073.6;104148259;104150556;minus;1
Olfm5;244180;7;NC_000073.6;104153013;104164816;minus;6
Olfr647-ps1;258137;7;NC_000073.6;104167378;104168342;minus;0
Olfr648;258746;7;NC_000073.6;104179456;104180406;minus;1
Olfr649;259057;7;NC_000073.6;104189267;104190205;minus;1
Olfr650-ps1;258212;7;NC_000073.6;104206029;104207006;plus;0
Trim6;94088;7;NC_000073.6;104218795;104235152;plus;11
Gm8667;115486540;7;NC_000073.6;104222333;104222781;minus;0
Trim34a;94094;7;NC_000073.6;104244448;104262244;plus;9
Trim5;667823;7;NC_000073.6;104263386;104288254;minus;8
LOC115486587;115486587;7;NC_000073.6;104264683;104264790;minus;1
LOC115486838;115486838;7;NC_000073.6;104281723;104281869;minus;1
Trim12a;76681;7;NC_000073.6;104299893;104315558;minus;9
Gm15133;622070;7;NC_000073.6;104315031;104324838;plus;7
Gm17788;100048312;7;NC_000073.6;104319069;104320135;minus;0
Trim34b;434218;7;NC_000073.6;104329471;104336617;plus;7
Trim12c;319236;7;NC_000073.6;104338754;104353358;minus;8
Gm36430;102640341;7;NC_000073.6;104352037;104362535;plus;7
Gm38525;102640171;7;NC_000073.6;104354559;104369881;minus;8
Trim30b;244183;7;NC_000073.6;104355398;104358646;minus;2
Trim30c;434219;7;NC_000073.6;104379117;104400852;minus;8
Trim30a;20128;7;NC_000073.6;104409025;104465193;minus;9
Gm25405;115486797;7;NC_000073.6;104423274;104423380;plus;1
Trim30d;209387;7;NC_000073.6;104470014;104507853;minus;8
Gm16464;672495;7;NC_000073.6;104499058;104501976;minus;0
Gm6574;625305;7;NC_000073.6;104528611;104529095;minus;0
Trim30e-ps1;625321;7;NC_000073.6;104532959;104535361;minus;3
Olfr651;258809;7;NC_000073.6;104552884;104553952;plus;1
Olfr652;259050;7;NC_000073.6;104564152;104565212;plus;1
Olfr653;57250;7;NC_000073.6;104579624;104580669;plus;1
Olfr654;258377;7;NC_000073.6;104587719;104588874;plus;1
Olfr655;258817;7;NC_000073.6;104596253;104597179;minus;1
Olfr656;259078;7;NC_000073.6;104617657;104618646;plus;1
Gm29706;101055662;7;NC_000073.6;104634113;104634618;minus;0
Gm18411;100417128;7;NC_000073.6;104634636;104635219;plus;0
Olfr657;258309;7;NC_000073.6;104635676;104636635;plus;1
Olfr658;259051;7;NC_000073.6;104642880;104647305;minus;2
Usp17le-ps;667882;7;NC_000073.6;104647249;104653154;plus;0
Olfr659;259052;7;NC_000073.6;104670704;104671672;plus;1
Olfr660-ps1;257836;7;NC_000073.6;104678718;104679091;plus;0
Olfr661;258743;7;NC_000073.6;104688017;104688976;plus;1
Gm6593;625495;7;NC_000073.6;104692301;104693399;minus;0
Olfr662-ps1;404413;7;NC_000073.6;104700212;104700565;plus;0
Olfr663;257914;7;NC_000073.6;104703569;104704603;plus;1
Olfr664;667918;7;NC_000073.6;104733385;104734350;minus;0
Usp17le;625530;7;NC_000073.6;104767961;104777470;minus;4
Gm4887;233637;7;NC_000073.6;104821157;104823758;plus;0
Usp17lb;381944;7;NC_000073.6;104840257;104842583;minus;2
Usp17la;13531;7;NC_000073.6;104857016;104862667;plus;3
Olfr665;258810;7;NC_000073.6;104880709;104881659;plus;1
Olfr666;259100;7;NC_000073.6;104892670;104893626;minus;1
Olfr667;259062;7;NC_000073.6;104916314;104917294;minus;1
Olfr668;259061;7;NC_000073.6;104924806;104925762;minus;1
Olfr669;259045;7;NC_000073.6;104938528;104939481;plus;1
Gm51508;115486597;7;NC_000073.6;104941849;104941898;plus;0
Gm5900;545987;7;NC_000073.6;104949176;104950435;minus;0
Olfr670;384703;7;NC_000073.6;104959792;104960730;minus;1
Olfr671;257910;7;NC_000073.6;104972476;104975995;minus;2
Olfr672;258755;7;NC_000073.6;104995964;104996902;minus;1
Olfr673-ps1;257774;7;NC_000073.6;105004244;105005169;minus;0
Olfr674-ps1;258172;7;NC_000073.6;105006313;105007186;minus;0
Olfr675;258147;7;NC_000073.6;105024025;105024966;minus;1
Olfr676;259099;7;NC_000073.6;105031567;105036153;plus;2
Olfr677;258355;7;NC_000073.6;105056248;105057186;plus;1
Gm8913;667987;7;NC_000073.6;105060139;105062868;plus;0
Olfr678;258753;7;NC_000073.6;105069469;105070410;plus;1
Gm17989;100416234;7;NC_000073.6;105076918;105078183;plus;0
Olfr679;259046;7;NC_000073.6;105085718;105086665;plus;1
Olfr680-ps1;257981;7;NC_000073.6;105090702;105091394;minus;0
Gm17990;100416235;7;NC_000073.6;105106030;105107821;plus;0
Olfr681;404318;7;NC_000073.6;105121459;105122406;plus;1
Olfr682-ps1;258187;7;NC_000073.6;105126366;105127062;minus;0
Olfr683;259047;7;NC_000073.6;105143350;105144309;minus;1
Olfr684;244187;7;NC_000073.6;105156742;105157680;minus;1
Olfr685;258160;7;NC_000073.6;105180361;105181311;minus;1
Olfr686;259072;7;NC_000073.6;105203388;105204341;minus;1
Olfr687;668035;7;NC_000073.6;105227717;105276461;plus;2
Olfr688;259161;7;NC_000073.6;105288095;105289060;plus;1
Olfr689;258745;7;NC_000073.6;105314006;105314968;plus;1
Gm45331;115486497;7;NC_000073.6;105325017;105327214;plus;0
Olfr690;56860;7;NC_000073.6;105329217;105330278;minus;1
Olfr691;259063;7;NC_000073.6;105336746;105337714;minus;1
Olfr692;258352;7;NC_000073.6;105368328;105369317;plus;1
Fam160a2;74349;7;NC_000073.6;105371211;105400142;minus;14
Gm5901;100503879;7;NC_000073.6;105374979;105378377;plus;3
Cnga4;233649;7;NC_000073.6;105400024;105408775;plus;8
Gm4972;244189;7;NC_000073.6;105412713;105415443;minus;0
Cckbr;12426;7;NC_000073.6;105425676;105436339;plus;5
Cavin3;109042;7;NC_000073.6;105480616;105482197;minus;2
Gm36847;102640889;7;NC_000073.6;105482799;105522639;plus;4
Gm39063;105243022;7;NC_000073.6;105544901;105554361;minus;3
Smpd1;20597;7;NC_000073.6;105554360;105558389;plus;6
Apbb1;11785;7;NC_000073.6;105558465;105581924;minus;19
Hpx;15458;7;NC_000073.6;105591611;105600116;minus;10
Trim3;55992;7;NC_000073.6;105604463;105633574;minus;13
Arfip2;76932;7;NC_000073.6;105634201;105640416;minus;8
Timm10b;14356;7;NC_000073.6;105640445;105655748;plus;8
Gm22504;115485615;7;NC_000073.6;105642338;105642476;minus;1
Dnhd1;77505;7;NC_000073.6;105650776;105721800;plus;44
Mrps36-ps2;100042811;7;NC_000073.6;105690040;105690577;minus;0
Rrp8;101867;7;NC_000073.6;105731730;105737385;minus;8
Ilk;16202;7;NC_000073.6;105736590;105742925;plus;14
Taf10;24075;7;NC_000073.6;105742894;105744375;minus;5
Tpp1;12751;7;NC_000073.6;105744811;105752282;minus;14
Dchs1;233651;7;NC_000073.6;105752989;105788355;minus;23
Mrpl17;27397;7;NC_000073.6;105803782;105811087;minus;3
9130208D14Rik;77700;7;NC_000073.6;105823257;105856011;minus;3
Gm15645;626055;7;NC_000073.6;105861783;105864065;plus;0
Gm4070;100042856;7;NC_000073.6;105895118;105953967;minus;4
Gm18852;100417829;7;NC_000073.6;105924344;105928691;minus;1
Gm8979;668108;7;NC_000073.6;106075731;106079148;minus;1
Gm8982;668117;7;NC_000073.6;106123189;106124923;plus;0
Gvin1;74558;7;NC_000073.6;106156535;106215340;minus;4
Gm18853;100417831;7;NC_000073.6;106185743;106190099;minus;1
Gm8989;668128;7;NC_000073.6;106322396;106324528;minus;1
Gm4759;209380;7;NC_000073.6;106421550;106441073;minus;3
Gm22372;115485624;7;NC_000073.6;106426712;106426847;plus;1
Gm8995;668139;7;NC_000073.6;106502153;106529202;minus;4
Gm39065;105243024;7;NC_000073.6;106561045;106567925;minus;3
Gm1966;434223;7;NC_000073.6;106595549;106644646;minus;6
Olfr693;258445;7;NC_000073.6;106677534;106678485;minus;1
Olfr694;258444;7;NC_000073.6;106688782;106689729;minus;1
Olfr695;258591;7;NC_000073.6;106713732;106716345;minus;3
Olfr696-ps1;404416;7;NC_000073.6;106728852;106729819;minus;0
Olfr697;258592;7;NC_000073.6;106740905;106741956;minus;1
Olfr698;258595;7;NC_000073.6;106752451;106753386;minus;1
Olfr699;258180;7;NC_000073.6;106790049;106790999;minus;1
Olfr700;258593;7;NC_000073.6;106805510;106806460;minus;1
Olfr701;66786;7;NC_000073.6;106814129;106820709;plus;5
Olfr702;258590;7;NC_000073.6;106823489;106826743;minus;2
Olfr703;258589;7;NC_000073.6;106844613;106845572;plus;1
Olfr704;257902;7;NC_000073.6;106864982;106865929;plus;1
Olfr705;259034;7;NC_000073.6;106873293;106874243;minus;1
Olfr706;258350;7;NC_000073.6;106885865;106886815;minus;1
Olfr707;194433;7;NC_000073.6;106891184;106892107;minus;1
Olfr1532-ps1;258173;7;NC_000073.6;106908125;106915123;plus;2
Olfr709-ps1;258146;7;NC_000073.6;106926537;106927457;minus;0
Olfr710;258594;7;NC_000073.6;106944067;106948312;minus;2
Olfr6;233670;7;NC_000073.6;106955984;106956934;minus;1
Olfr711;259037;7;NC_000073.6;106971368;106975451;minus;3
Olfr712-ps1;404417;7;NC_000073.6;106988316;106989666;minus;0
Olfr2;18317;7;NC_000073.6;107000875;107002605;minus;2
Olfr713;259036;7;NC_000073.6;107036136;107037110;plus;1
Gm17991;100416236;7;NC_000073.6;107068674;107069292;plus;0
Olfr714;259035;7;NC_000073.6;107073830;107074783;plus;1
Olfr17;18314;7;NC_000073.6;107097467;107098414;plus;1
Olfr715b;384732;7;NC_000073.6;107105912;107106859;minus;1
Nlrp14;76858;7;NC_000073.6;107113455;107198103;plus;13
Olfr715;258776;7;NC_000073.6;107128352;107129482;minus;1
Olfr716;258597;7;NC_000073.6;107147298;107148329;plus;1
Gm3765;100042278;7;NC_000073.6;107198730;107200254;minus;0
Rbmxl2;76572;7;NC_000073.6;107209445;107210916;plus;1
Gm19033;100418145;7;NC_000073.6;107365770;107367042;plus;0
Syt9;60510;7;NC_000073.6;107370349;107548656;plus;7
Olfml1;244198;7;NC_000073.6;107567433;107591365;plus;3
Ppfibp2;19024;7;NC_000073.6;107595047;107748583;plus;36
Cyb5r2;320635;7;NC_000073.6;107748446;107758202;minus;12
Ovch2;244199;7;NC_000073.6;107781544;107801179;minus;16
Olfr467;257919;7;NC_000073.6;107814586;107815506;plus;1
Olfr468-ps1;404393;7;NC_000073.6;107816529;107817056;plus;0
Olfr469;258418;7;NC_000073.6;107822523;107823467;minus;1
Gm5002;257773;7;NC_000073.6;107840559;107840861;minus;0
Olfr470;258417;7;NC_000073.6;107844787;107845731;minus;1
Olfr471-ps1;626674;7;NC_000073.6;107861054;107862555;minus;2
Gm10156;626661;7;NC_000073.6;107862965;107863982;plus;0
Olfr472;258770;7;NC_000073.6;107902719;107903651;plus;1
Olfr473;258771;7;NC_000073.6;107933522;107934454;plus;1
Gm9449;669301;7;NC_000073.6;107951345;107952484;minus;0
Olfr474;258488;7;NC_000073.6;107954643;107955575;plus;1
Olfr476;258926;7;NC_000073.6;107967399;107968331;plus;1
Olfr477;258928;7;NC_000073.6;107990367;107991299;plus;1
Gm6702;606539;7;NC_000073.6;108018982;108019706;plus;0
Olfr478;258729;7;NC_000073.6;108031295;108033967;minus;2
Olfr479;257891;7;NC_000073.6;108054984;108055967;plus;1
Olfr480;56861;7;NC_000073.6;108065768;108066795;minus;1
Olfr481;258927;7;NC_000073.6;108080796;108081734;plus;1
Gm4199;100043059;7;NC_000073.6;108093852;108094542;minus;0
Olfr482;258728;7;NC_000073.6;108094597;108095568;minus;1
Olfr483;258730;7;NC_000073.6;108103311;108104258;plus;1
Gm25424;115486594;7;NC_000073.6;108120470;108120525;minus;0
Olfr484;258492;7;NC_000073.6;108124296;108125261;minus;1
Olfr485;258041;7;NC_000073.6;108158918;108159871;minus;1
Olfr486;258489;7;NC_000073.6;108171798;108172742;minus;1
Gm39066;105243025;7;NC_000073.6;108184604;108185725;plus;3
Gm18944;100418009;7;NC_000073.6;108203140;108203789;plus;0
Olfr487;258042;7;NC_000073.6;108211583;108212527;minus;1
Olfr488;258727;7;NC_000073.6;108255192;108256136;minus;1
Gm6007;546990;7;NC_000073.6;108269533;108270353;plus;0
Olfr489-ps1;258161;7;NC_000073.6;108276748;108277712;plus;0
Olfr490;258491;7;NC_000073.6;108286180;108287124;minus;1
Olfr491;258731;7;NC_000073.6;108316896;108317828;plus;1
Olfr492;258490;7;NC_000073.6;108322730;108323674;minus;1
Olfr493;258307;7;NC_000073.6;108346035;108346979;minus;1
Olfr494;258732;7;NC_000073.6;108367492;108368436;plus;1
Olfr495;258361;7;NC_000073.6;108395122;108396114;plus;1
Olfr496-ps1;258053;7;NC_000073.6;108417104;108418031;plus;0
Olfr497;258733;7;NC_000073.6;108422573;108423517;plus;1
Olfr498;258304;7;NC_000073.6;108465326;108466318;plus;1
Olfr499-ps1;404396;7;NC_000073.6;108475744;108477407;minus;0
Olfr500-ps1;258162;7;NC_000073.6;108485906;108486863;plus;0
Olfr501-ps1;258054;7;NC_000073.6;108508058;108509000;plus;0
Olfr502;258734;7;NC_000073.6;108523004;108523948;minus;1
Gm5053;269980;7;NC_000073.6;108527727;108529070;minus;0
Olfr503;259143;7;NC_000073.6;108544527;108545498;plus;1
Olfr504;258163;7;NC_000073.6;108564837;108565793;minus;1
Gm18410;100417127;7;NC_000073.6;108566250;108566827;minus;0
Olfr505-ps1;258164;7;NC_000073.6;108574524;108575385;plus;0
Gm19127;100418299;7;NC_000073.6;108579031;108581485;minus;0
Olfr506;258215;7;NC_000073.6;108612309;108613253;plus;1
Olfr507;258738;7;NC_000073.6;108621814;108622764;plus;1
Olfr508;258769;7;NC_000073.6;108629994;108630926;plus;1
Olfr509;258369;7;NC_000073.6;108645609;108646574;minus;1
Olfr510;258308;7;NC_000073.6;108666418;108668362;plus;2
Olfr511-ps1;404397;7;NC_000073.6;108696111;108696519;plus;0
Olfr512;258719;7;NC_000073.6;108713355;108714335;plus;1
Olfr513;258718;7;NC_000073.6;108754858;108755787;plus;1
LOC109279982;109279982;7;NC_000073.6;108796607;108799113;plus;0
Olfr514;258721;7;NC_000073.6;108825065;108825997;minus;1
Olfr515-ps1;404398;7;NC_000073.6;108843235;108843575;minus;0
Olfr516;258720;7;NC_000073.6;108845064;108846008;minus;1
Gm17992;100416237;7;NC_000073.6;108865420;108866493;plus;0
Olfr517;258136;7;NC_000073.6;108868208;108869152;minus;1
Olfr518;258303;7;NC_000073.6;108880603;108881604;minus;1
Olfr519;277935;7;NC_000073.6;108893461;108894405;minus;1
Nlrp10;244202;7;NC_000073.6;108921853;108930158;minus;3
Eif3f;66085;7;NC_000073.6;108934415;108941942;plus;8
Gm39067;105243026;7;NC_000073.6;108954159;108954712;minus;2
Gm32309;102634811;7;NC_000073.6;108962945;108991682;minus;4
Tub;22141;7;NC_000073.6;109010880;109034459;plus;12
Ric3;320360;7;NC_000073.6;109034268;109083432;minus;6
Gm25450;115486839;7;NC_000073.6;109076136;109076242;minus;1
Lmo1;109594;7;NC_000073.6;109138565;109175360;minus;5
Gm44781;108167455;7;NC_000073.6;109142847;109150581;plus;5
Gm32563;102635152;7;NC_000073.6;109252932;109254636;plus;3
Gm51463;115486487;7;NC_000073.6;109267532;109268455;plus;3
Stk33;117229;7;NC_000073.6;109279213;109439168;minus;19
Gm9105;668320;7;NC_000073.6;109387358;109388885;minus;0
1700095J03Rik;74293;7;NC_000073.6;109438618;109444900;plus;2
Trim66;330627;7;NC_000073.6;109449001;109516759;minus;24
Rpl27a;26451;7;NC_000073.6;109519195;109522369;plus;5
Snora3;100302499;7;NC_000073.6;109520132;109520251;plus;1
LOC115485611;115485611;7;NC_000073.6;109521280;109521409;plus;1
Denn2b;76954;7;NC_000073.6;109523911;109703718;minus;27
Akip1;57373;7;NC_000073.6;109703678;109712186;plus;7
LOC110120481;110120481;7;NC_000073.6;109706812;109711678;plus;0
BC051019;57355;7;NC_000073.6;109712181;109723934;minus;7
Gm51493;115486541;7;NC_000073.6;109716249;109721025;plus;3
Ascl3;56787;7;NC_000073.6;109727465;109731732;minus;2
Tmem9b;56786;7;NC_000073.6;109735836;109752263;minus;5
4930431P19Rik;73886;7;NC_000073.6;109753356;109755494;plus;0
Nrip3;78593;7;NC_000073.6;109758056;109781545;minus;7
Gm22822;115486808;7;NC_000073.6;109774612;109774718;minus;1
Scube2;56788;7;NC_000073.6;109798690;109865679;minus;22
Dennd5a;19347;7;NC_000073.6;109893780;109960470;minus;23
Tmem41b;233724;7;NC_000073.6;109971215;109986804;minus;8
1600010M07Rik;69781;7;NC_000073.6;109998377;110006646;minus;3
Gm23100;115486626;7;NC_000073.6;110003578;110003718;plus;0
Ipo7;233726;7;NC_000073.6;110018315;110056609;plus;25
Gm25636;115486823;7;NC_000073.6;110023210;110023342;plus;1
Snora23;100379145;7;NC_000073.6;110046364;110046547;plus;1
Zfp143;20841;7;NC_000073.6;110061670;110095396;plus;16
Wee1;22390;7;NC_000073.6;110122059;110143299;plus;11
LOC109279989;109279989;7;NC_000073.6;110162809;110166321;plus;0
Gm51505;115486591;7;NC_000073.6;110207201;110207295;plus;0
Swap70;20947;7;NC_000073.6;110221703;110283506;plus;13
Gm32861;102635559;7;NC_000073.6;110285502;110288398;minus;3
Gm9132;100862242;7;NC_000073.6;110298701;110307965;plus;0
Sbf2;319934;7;NC_000073.6;110308011;110614934;minus;44
Gm9064;668246;7;NC_000073.6;110425070;110425602;plus;0
Gm17219;100417540;7;NC_000073.6;110522066;110522663;plus;0
Gm10087;102633269;7;NC_000073.6;110522433;110527124;plus;0
Gm46027;108167513;7;NC_000073.6;110598953;110605939;minus;2
Gm28863;115486471;7;NC_000073.6;110625467;110630906;minus;3
Adm;11535;7;NC_000073.6;110627657;110629820;plus;4
Gm21123;100861673;7;NC_000073.6;110690163;110699732;minus;4
Gm18907;100417932;7;NC_000073.6;110712972;110713492;minus;0
Gm39068;105243027;7;NC_000073.6;110739661;110743500;plus;2
B430319F04Rik;619306;7;NC_000073.6;110765795;110769468;minus;3
Ampd3;11717;7;NC_000073.6;110767790;110812409;plus;21
Gm39069;105243028;7;NC_000073.6;110779268;110780812;minus;2
Rnf141;67150;7;NC_000073.6;110799469;110844452;minus;11
Lyve1;114332;7;NC_000073.6;110850607;110862953;minus;6
Mrvi1;17540;7;NC_000073.6;110868257;110982909;minus;23
Gm16336;100504184;7;NC_000073.6;110904985;110905851;plus;3
Ctr9;22083;7;NC_000073.6;111028951;111056377;plus;25
Eif4g2;13690;7;NC_000073.6;111067985;111083030;minus;22
LOC115486847;115486847;7;NC_000073.6;111076060;111076227;minus;1
1700012D14Rik;75479;7;NC_000073.6;111117673;111122675;minus;3
Gm33098;102635869;7;NC_000073.6;111210366;111220995;plus;3
Gm33145;102635934;7;NC_000073.6;111282910;111285680;minus;5
